Date,Open,High,Low,Close,Volume
07/11/2025 07:51 AM,499.76,499.8,499.76,499.8,12
07/11/2025 07:52 AM,499.88,499.88,499.88,499.88,64
07/11/2025 07:53 AM,499.88,499.88,499.88,499.88,165
07/11/2025 07:55 AM,499.88,499.88,499.88,499.88,1
07/11/2025 07:56 AM,499.8,499.8,499.74,499.74,20
07/11/2025 07:58 AM,499.88,499.88,499.88,499.88,2
07/11/2025 07:59 AM,499.74,499.74,499.74,499.74,1
07/11/2025 08:00 AM,499.83,499.84,499.4,499.465,1258
07/11/2025 08:01 AM,499.615,499.726,499.455,499.485,90
07/11/2025 08:02 AM,499.505,499.505,499.25,499.47,116
07/11/2025 08:03 AM,499.47,499.8,499.47,499.8,9
07/11/2025 08:04 AM,499.8,499.84,499.221,499.41,310
07/11/2025 08:05 AM,499.75,499.83,499.75,499.83,5
07/11/2025 08:06 AM,499.558,499.84,499.5,499.75,61
07/11/2025 08:07 AM,499.84,500,499.64,499.92,293
07/11/2025 08:08 AM,499.92,500,499.725,499.75,21
07/11/2025 08:09 AM,499.75,499.92,499.5,499.9,82
07/11/2025 08:10 AM,499.89,499.89,499.52,499.75,29
07/11/2025 08:11 AM,499.71,499.75,499.71,499.71,25
07/11/2025 08:12 AM,499.75,499.75,499.625,499.625,3
07/11/2025 08:13 AM,499.75,499.86,499.73,499.86,12
07/11/2025 08:14 AM,499.745,499.87,499.63,499.75,26
07/11/2025 08:15 AM,499.75,499.86,499.74,499.74,32
07/11/2025 08:16 AM,499.77,499.87,499.705,499.87,27
07/11/2025 08:17 AM,499.705,499.87,499.5,499.7,14
07/11/2025 08:18 AM,499.73,499.87,499.55,499.75,235
07/11/2025 08:19 AM,499.745,500,499.745,499.999,8
07/11/2025 08:20 AM,499.55,499.75,499.55,499.55,196
07/11/2025 08:21 AM,499.7,499.94,499.505,499.72,87
07/11/2025 08:22 AM,499.53,499.95,499.509,499.95,40
07/11/2025 08:23 AM,499.75,499.89,499.5,499.7,39
07/11/2025 08:24 AM,499.5,499.909,499.23,499.23,533
07/11/2025 08:25 AM,499.7,499.7,499.39,499.4,36
07/11/2025 08:26 AM,499.7,499.7,499.23,499.385,7
07/11/2025 08:27 AM,499.4,499.54,499.17,499.325,9
07/11/2025 08:28 AM,499.375,499.375,499.119,499.37,28
07/11/2025 08:29 AM,499.05,499.375,499.05,499.37,104
07/11/2025 08:30 AM,499.37,499.6,499.22,499.6,1419
07/11/2025 08:31 AM,499.67,499.67,499.4,499.565,36
07/11/2025 08:32 AM,499.57,499.6,499.5,499.57,16
07/11/2025 08:33 AM,499.57,499.9,499.57,499.9,40
07/11/2025 08:34 AM,499.84,500,499.7,500,17
07/11/2025 08:35 AM,499.84,499.84,499.68,499.72,535
07/11/2025 08:36 AM,499.72,499.78,499.72,499.72,505
07/11/2025 08:37 AM,499.72,499.89,499.31,499.47,624
07/11/2025 08:38 AM,499.46,499.6,499.21,499.6,113
07/11/2025 08:39 AM,499.52,499.52,499.305,499.49,77
07/11/2025 08:40 AM,499.48,499.49,499.405,499.42,792
07/11/2025 08:41 AM,499.45,499.49,499.4,499.49,103
07/11/2025 08:42 AM,499.46,499.46,499.44,499.44,4
07/11/2025 08:43 AM,499.46,499.46,499.305,499.4,32
07/11/2025 08:44 AM,499.305,499.393,499.305,499.39,10
07/11/2025 08:45 AM,499.3,499.425,499.3,499.425,289
07/11/2025 08:46 AM,499.5,499.525,499.35,499.525,21
07/11/2025 08:47 AM,499.475,499.71,499.475,499.51,145
07/11/2025 08:48 AM,499.65,499.85,499.51,499.705,69
07/11/2025 08:49 AM,499.705,499.75,499.51,499.7,32
07/11/2025 08:50 AM,499.705,499.9,499.51,499.51,25
07/11/2025 08:51 AM,499.705,499.88,499.52,499.7,17
07/11/2025 08:52 AM,499.705,499.9,499.51,499.9,46
07/11/2025 08:53 AM,499.705,499.85,499.695,499.695,9
07/11/2025 08:54 AM,499.51,499.8,499.51,499.69,133
07/11/2025 08:55 AM,499.51,499.89,499.51,499.52,64
07/11/2025 08:56 AM,499.7,499.92,499.68,499.705,12
07/11/2025 08:57 AM,499.705,499.9,499.51,499.71,49
07/11/2025 08:58 AM,499.73,499.93,499.51,499.51,147
07/11/2025 08:59 AM,499.55,499.715,499.51,499.51,102
07/11/2025 09:00 AM,499.695,499.71,499.51,499.685,39
07/11/2025 09:01 AM,499.71,499.71,499.51,499.615,18
07/11/2025 09:02 AM,499.52,499.79,499.51,499.68,36
07/11/2025 09:03 AM,499.65,499.67,499.511,499.66,58
07/11/2025 09:04 AM,499.81,499.81,499.513,499.6,55
07/11/2025 09:05 AM,499.655,499.76,499.51,499.64,134
07/11/2025 09:06 AM,499.65,499.83,499.51,499.63,93
07/11/2025 09:07 AM,499.625,499.635,499.59,499.635,27
07/11/2025 09:08 AM,499.62,499.75,499.6,499.71,10
07/11/2025 09:09 AM,499.65,499.665,499.52,499.66,41
07/11/2025 09:10 AM,499.67,499.71,499.5,499.65,254
07/11/2025 09:11 AM,499.43,499.76,499.26,499.26,115
07/11/2025 09:12 AM,499.59,499.79,499.35,499.35,284
07/11/2025 09:13 AM,499.455,499.65,499.26,499.65,118
07/11/2025 09:14 AM,499.38,499.679,499.26,499.47,131
07/11/2025 09:15 AM,499.47,499.73,499.26,499.26,182
07/11/2025 09:16 AM,499.38,499.73,499.26,499.37,25
07/11/2025 09:17 AM,499.51,499.64,499.38,499.43,19
07/11/2025 09:18 AM,499.26,499.59,499.26,499.27,38
07/11/2025 09:19 AM,499.42,499.58,499.27,499.43,28
07/11/2025 09:20 AM,499.26,499.534,499.26,499.26,128
07/11/2025 09:21 AM,499.66,499.66,499.27,499.6,82
07/11/2025 09:22 AM,499.43,499.6,499.26,499.27,255
07/11/2025 09:23 AM,499.41,499.445,499.05,499.42,2822
07/11/2025 09:24 AM,499.23,499.7,499.01,499.03,86
07/11/2025 09:25 AM,499.35,499.35,499,499.35,15
07/11/2025 09:26 AM,499.175,499.21,499.04,499.04,28
07/11/2025 09:27 AM,499.22,499.229,498.29,498.44,654
07/11/2025 09:28 AM,498.22,498.69,498.12,498.41,2186
07/11/2025 09:29 AM,498.58,498.59,498,498,5073
07/11/2025 09:30 AM,498.47,500.28,497.825,500.01,229777
07/11/2025 09:31 AM,499.92,500.755,499.9,500.495,55591
07/11/2025 09:32 AM,500.52,500.58,499.71,500.12,32349
07/11/2025 09:33 AM,500.163,500.38,500.11,500.18,22734
07/11/2025 09:34 AM,500.13,500.2,499.86,499.915,20482
07/11/2025 09:35 AM,499.92,499.95,499.21,499.5,37070
07/11/2025 09:36 AM,499.36,499.72,499.27,499.54,22241
07/11/2025 09:37 AM,499.545,499.545,499,499.035,23492
07/11/2025 09:38 AM,499.07,499.18,498.9,499.03,23949
07/11/2025 09:39 AM,498.96,498.97,498.66,498.79,20853
07/11/2025 09:40 AM,498.83,498.98,498.57,498.73,36003
07/11/2025 09:41 AM,498.79,498.84,498.35,498.69,22253
07/11/2025 09:42 AM,498.72,498.9,498.64,498.7,26271
07/11/2025 09:43 AM,498.6,498.6,498.28,498.565,28114
07/11/2025 09:44 AM,498.52,498.78,498.46,498.72,24260
07/11/2025 09:45 AM,498.715,499.07,498.58,498.86,38414
07/11/2025 09:46 AM,498.84,499.13,498.71,499.12,27494
07/11/2025 09:47 AM,499.116,499.355,498.925,499.205,23211
07/11/2025 09:48 AM,499.125,499.57,499.07,499.48,35924
07/11/2025 09:49 AM,499.53,499.74,499.47,499.71,27595
07/11/2025 09:50 AM,499.7,500.11,499.64,500.005,39450
07/11/2025 09:51 AM,500.005,500.395,499.96,500.25,28437
07/11/2025 09:52 AM,500.27,500.611,500.18,500.606,25145
07/11/2025 09:53 AM,500.59,500.92,500.51,500.56,17708
07/11/2025 09:54 AM,500.58,500.62,500.46,500.54,11064
07/11/2025 09:55 AM,500.485,500.58,500.2,500.58,34583
07/11/2025 09:56 AM,500.59,500.845,500.55,500.825,22589
07/11/2025 09:57 AM,500.87,500.99,500.7,500.83,24924
07/11/2025 09:58 AM,500.86,500.91,500.75,500.785,16869
07/11/2025 09:59 AM,500.785,501.13,500.77,501.02,28355
07/11/2025 10:00 AM,501.02,501.3,500.84,501.235,41160
07/11/2025 10:01 AM,501.26,501.35,500.97,501.06,26539
07/11/2025 10:02 AM,501.115,501.22,500.88,501.03,24158
07/11/2025 10:03 AM,501.03,501.06,500.941,501.01,14391
07/11/2025 10:04 AM,501.055,501.305,501.04,501.21,17144
07/11/2025 10:05 AM,501.154,501.375,501.01,501.32,25531
07/11/2025 10:06 AM,501.4,501.48,501.29,501.29,29128
07/11/2025 10:07 AM,501.33,501.43,501.14,501.43,23266
07/11/2025 10:08 AM,501.4,501.406,501.15,501.17,16143
07/11/2025 10:09 AM,501.14,501.15,500.97,501.115,22193
07/11/2025 10:10 AM,501.09,501.22,500.805,501.18,24780
07/11/2025 10:11 AM,501.185,501.57,501.185,501.49,28473
07/11/2025 10:12 AM,501.455,501.505,501.36,501.42,12723
07/11/2025 10:13 AM,501.49,501.58,501.339,501.339,13039
07/11/2025 10:14 AM,501.37,501.43,501.28,501.38,16078
07/11/2025 10:15 AM,501.39,501.73,501.21,501.73,24711
07/11/2025 10:16 AM,501.67,502.17,501.65,502.11,48370
07/11/2025 10:17 AM,502.09,502.348,501.845,501.852,33743
07/11/2025 10:18 AM,501.785,501.909,501.745,501.8,23429
07/11/2025 10:19 AM,501.79,502.29,501.79,502.225,20404
07/11/2025 10:20 AM,502.255,502.325,502.1,502.305,13057
07/11/2025 10:21 AM,502.195,502.195,502.01,502.083,12616
07/11/2025 10:22 AM,502.085,502.165,501.85,501.85,36681
07/11/2025 10:23 AM,501.91,502,501.742,501.78,18349
07/11/2025 10:24 AM,501.82,501.98,501.81,501.98,26540
07/11/2025 10:25 AM,501.97,502.075,501.8,502.075,15288
07/11/2025 10:26 AM,502.04,502.12,501.76,501.77,16571
07/11/2025 10:27 AM,501.767,501.915,501.73,501.76,17803
07/11/2025 10:28 AM,501.8,501.87,501.75,501.79,19860
07/11/2025 10:29 AM,501.73,501.77,501.47,501.5,26383
07/11/2025 10:30 AM,501.47,501.5,501.07,501.185,13462
07/11/2025 10:31 AM,501.185,501.34,501.05,501.34,19906
07/11/2025 10:32 AM,501.4,501.45,501.21,501.32,9921
07/11/2025 10:33 AM,501.27,501.475,501.27,501.4,8757
07/11/2025 10:34 AM,501.42,501.55,501.38,501.51,14071
07/11/2025 10:35 AM,501.48,501.62,501.36,501.62,18296
07/11/2025 10:36 AM,501.63,501.73,501.42,501.59,33002
07/11/2025 10:37 AM,501.597,501.67,501.455,501.67,23736
07/11/2025 10:38 AM,501.65,501.73,501.47,501.585,22059
07/11/2025 10:39 AM,501.62,502.013,501.62,501.97,21936
07/11/2025 10:40 AM,502.01,502.01,501.77,501.85,15326
07/11/2025 10:41 AM,501.89,501.903,501.74,501.74,10517
07/11/2025 10:42 AM,501.72,501.865,501.68,501.865,22408
07/11/2025 10:43 AM,501.86,501.93,501.81,501.895,9453
07/11/2025 10:44 AM,501.88,502,501.8,501.99,8676
07/11/2025 10:45 AM,501.965,501.99,501.73,501.825,11291
07/11/2025 10:46 AM,501.75,501.75,501.625,501.68,11234
07/11/2025 10:47 AM,501.71,502,501.71,501.84,9364
07/11/2025 10:48 AM,501.8,502,501.72,501.91,9925
07/11/2025 10:49 AM,501.885,501.97,501.76,501.76,8894
07/11/2025 10:50 AM,501.68,501.88,501.68,501.85,4258
07/11/2025 10:51 AM,501.87,501.99,501.84,501.92,9648
07/11/2025 10:52 AM,501.862,501.9,501.8,501.885,9140
07/11/2025 10:53 AM,501.79,501.85,501.61,501.85,7504
07/11/2025 10:54 AM,501.86,501.9,501.775,501.9,8973
07/11/2025 10:55 AM,501.98,502.16,501.84,502.16,26338
07/11/2025 10:56 AM,502.17,502.196,502.04,502.11,7880
07/11/2025 10:57 AM,502.12,502.22,502.02,502.16,21115
07/11/2025 10:58 AM,502.135,502.3,502.13,502.23,29210
07/11/2025 10:59 AM,502.225,502.251,502,502,20595
07/11/2025 11:00 AM,502,502.06,501.9,502,14415
07/11/2025 11:01 AM,501.995,502.23,501.995,502.16,7434
07/11/2025 11:02 AM,502.14,502.525,502.1,502.525,25117
07/11/2025 11:03 AM,502.56,502.56,502.32,502.45,19834
07/11/2025 11:04 AM,502.438,502.47,502.31,502.4,12276
07/11/2025 11:05 AM,502.41,502.6,502.355,502.56,10788
07/11/2025 11:06 AM,502.56,502.57,502.42,502.44,15962
07/11/2025 11:07 AM,502.48,502.509,502.361,502.465,12283
07/11/2025 11:08 AM,502.43,502.7,502.43,502.65,13594
07/11/2025 11:09 AM,502.62,502.75,502.56,502.725,24060
07/11/2025 11:10 AM,502.75,502.81,502.626,502.65,15203
07/11/2025 11:11 AM,502.65,502.94,502.54,502.83,16431
07/11/2025 11:12 AM,502.83,502.93,502.52,502.535,23572
07/11/2025 11:13 AM,502.49,502.593,502.26,502.305,17199
07/11/2025 11:14 AM,502.305,502.31,501.82,501.82,38701
07/11/2025 11:15 AM,501.73,501.96,501.65,501.895,36077
07/11/2025 11:16 AM,501.88,502.095,501.83,502.087,12106
07/11/2025 11:17 AM,502.083,502.118,501.92,502.085,19433
07/11/2025 11:18 AM,502.085,502.19,502.02,502.14,12571
07/11/2025 11:19 AM,502.145,502.2,502.07,502.08,17460
07/11/2025 11:20 AM,502.02,502.24,501.95,502.22,47102
07/11/2025 11:21 AM,502.27,502.56,502.27,502.495,32532
07/11/2025 11:22 AM,502.5,502.54,502.35,502.44,17144
07/11/2025 11:23 AM,502.39,502.39,502.14,502.27,14879
07/11/2025 11:24 AM,502.28,502.3,502.22,502.22,12771
07/11/2025 11:25 AM,502.24,502.24,501.95,502.185,22427
07/11/2025 11:26 AM,502.19,502.29,502.065,502.29,14815
07/11/2025 11:27 AM,502.3,502.5,502.22,502.5,11597
07/11/2025 11:28 AM,502.49,502.61,502.45,502.61,18981
07/11/2025 11:29 AM,502.62,502.79,502.495,502.79,21434
07/11/2025 11:30 AM,502.76,503.22,502.74,503.13,24289
07/11/2025 11:31 AM,503.129,503.21,503.05,503.1,11013
07/11/2025 11:32 AM,503.14,503.2,503,503.09,20043
07/11/2025 11:33 AM,503.1,503.12,503.03,503.09,9735
07/11/2025 11:34 AM,503.08,503.13,502.89,502.99,22429
07/11/2025 11:35 AM,503.042,503.042,502.96,503.01,8854
07/11/2025 11:36 AM,503.035,503.099,502.85,502.88,15597
07/11/2025 11:37 AM,502.84,503.08,502.84,503.025,18920
07/11/2025 11:38 AM,503.015,503.12,503,503.1,13244
07/11/2025 11:39 AM,503.11,503.22,503.09,503.18,13418
07/11/2025 11:40 AM,503.16,503.5,503.16,503.35,19962
07/11/2025 11:41 AM,503.39,503.5,503.36,503.5,16408
07/11/2025 11:42 AM,503.5,503.8,503.5,503.66,16332
07/11/2025 11:43 AM,503.7,503.87,503.56,503.835,21012
07/11/2025 11:44 AM,503.87,503.94,503.83,503.88,19012
07/11/2025 11:45 AM,503.91,503.95,503.735,503.87,9960
07/11/2025 11:46 AM,503.89,503.94,503.84,503.88,14163
07/11/2025 11:47 AM,503.89,503.91,503.76,503.85,17569
07/11/2025 11:48 AM,503.86,503.97,503.73,503.915,12044
07/11/2025 11:49 AM,503.88,504.03,503.84,503.84,18681
07/11/2025 11:50 AM,503.81,503.81,503.615,503.735,12061
07/11/2025 11:51 AM,503.75,503.99,503.75,503.94,28705
07/11/2025 11:52 AM,503.863,503.98,503.83,503.945,29724
07/11/2025 11:53 AM,503.87,503.94,503.697,503.725,15643
07/11/2025 11:54 AM,503.7,503.82,503.68,503.775,19741
07/11/2025 11:55 AM,503.823,503.827,503.72,503.76,15978
07/11/2025 11:56 AM,503.71,503.76,503.565,503.565,21244
07/11/2025 11:57 AM,503.58,503.66,503.475,503.56,15946
07/11/2025 11:58 AM,503.53,503.655,503.53,503.555,6700
07/11/2025 11:59 AM,503.56,503.93,503.49,503.9,19758
07/11/2025 12:00 PM,503.9,504.055,503.735,504.055,18723
07/11/2025 12:01 PM,504.03,504.22,503.94,504.186,18991
07/11/2025 12:02 PM,504.17,504.27,504.112,504.135,34801
07/11/2025 12:03 PM,504.13,504.2,504.01,504.16,16277
07/11/2025 12:04 PM,504.16,504.33,504.13,504.14,11694
07/11/2025 12:05 PM,504.11,504.385,504.05,504.205,15701
07/11/2025 12:06 PM,504.195,504.205,504.065,504.14,14161
07/11/2025 12:07 PM,504.16,504.27,504.12,504.16,16741
07/11/2025 12:08 PM,504.213,504.275,504.12,504.13,13512
07/11/2025 12:09 PM,504.15,504.27,504.11,504.2,15051
07/11/2025 12:10 PM,504.16,504.33,504.1,504.25,13399
07/11/2025 12:11 PM,504.29,504.39,504.21,504.21,22566
07/11/2025 12:12 PM,504.17,504.54,504.17,504.493,14302
07/11/2025 12:13 PM,504.54,504.6,504.41,504.41,14730
07/11/2025 12:14 PM,504.43,504.535,504.425,504.535,13828
07/11/2025 12:15 PM,504.535,504.698,504.46,504.698,14691
07/11/2025 12:16 PM,504.7,504.83,504.66,504.79,18638
07/11/2025 12:17 PM,504.805,504.84,504.69,504.81,18004
07/11/2025 12:18 PM,504.755,504.78,504.675,504.697,10287
07/11/2025 12:19 PM,504.73,504.75,504.59,504.6,13405
07/11/2025 12:20 PM,504.555,504.59,504.4,504.51,14413
07/11/2025 12:21 PM,504.56,504.72,504.56,504.685,16786
07/11/2025 12:22 PM,504.68,504.92,504.68,504.91,16562
07/11/2025 12:23 PM,504.914,505.03,504.87,504.9,51489
07/11/2025 12:24 PM,504.95,505.023,504.847,504.85,18470
07/11/2025 12:25 PM,504.85,504.903,504.619,504.903,11467
07/11/2025 12:26 PM,504.889,504.91,504.64,504.658,14846
07/11/2025 12:27 PM,504.67,504.71,504.55,504.69,16901
07/11/2025 12:28 PM,504.69,504.75,504.62,504.668,14495
07/11/2025 12:29 PM,504.67,504.75,504.6,504.69,18193
07/11/2025 12:30 PM,504.67,504.7,504.432,504.545,22455
07/11/2025 12:31 PM,504.58,504.63,504.37,504.425,9173
07/11/2025 12:32 PM,504.41,504.44,504.26,504.26,9874
07/11/2025 12:33 PM,504.244,504.266,504.05,504.109,17829
07/11/2025 12:34 PM,504.12,504.25,504.095,504.19,12685
07/11/2025 12:35 PM,504.17,504.17,504.056,504.15,7379
07/11/2025 12:36 PM,504.141,504.141,503.955,504.02,6506
07/11/2025 12:37 PM,504.06,504.07,504,504.07,11580
07/11/2025 12:38 PM,504.08,504.21,503.995,504.21,9489
07/11/2025 12:39 PM,504.21,504.48,504.21,504.445,31559
07/11/2025 12:40 PM,504.42,504.45,504.36,504.39,9211
07/11/2025 12:41 PM,504.381,504.48,504.34,504.36,10276
07/11/2025 12:42 PM,504.31,504.38,504.23,504.23,12146
07/11/2025 12:43 PM,504.255,504.44,504.255,504.344,8750
07/11/2025 12:44 PM,504.34,504.4,504.28,504.35,10568
07/11/2025 12:45 PM,504.37,504.595,504.37,504.569,7997
07/11/2025 12:46 PM,504.565,504.6,504.36,504.451,12016
07/11/2025 12:47 PM,504.417,504.44,504.38,504.44,5886
07/11/2025 12:48 PM,504.43,504.456,504.38,504.456,7355
07/11/2025 12:49 PM,504.44,504.57,504.41,504.5,7706
07/11/2025 12:50 PM,504.5,504.6,504.43,504.53,11722
07/11/2025 12:51 PM,504.53,504.54,504.41,504.47,7740
07/11/2025 12:52 PM,504.52,504.67,504.51,504.541,11105
07/11/2025 12:53 PM,504.545,504.62,504.52,504.53,11606
07/11/2025 12:54 PM,504.54,504.61,504.51,504.58,14494
07/11/2025 12:55 PM,504.6,504.67,504.57,504.63,8487
07/11/2025 12:56 PM,504.66,504.71,504.543,504.59,25063
07/11/2025 12:57 PM,504.655,504.655,504.5,504.571,15281
07/11/2025 12:58 PM,504.6,504.725,504.6,504.72,9965
07/11/2025 12:59 PM,504.72,504.72,504.62,504.65,8249
07/11/2025 13:00 PM,504.65,504.655,504.5,504.53,11720
07/11/2025 13:01 PM,504.51,504.632,504.5,504.575,12752
07/11/2025 13:02 PM,504.58,504.63,504.56,504.57,7938
07/11/2025 13:03 PM,504.565,504.73,504.56,504.67,11514
07/11/2025 13:04 PM,504.67,504.69,504.6,504.62,11836
07/11/2025 13:05 PM,504.625,504.796,504.6,504.7,11575
07/11/2025 13:06 PM,504.68,504.74,504.665,504.74,4353
07/11/2025 13:07 PM,504.769,504.88,504.769,504.83,9833
07/11/2025 13:08 PM,504.85,504.85,504.757,504.83,5523
07/11/2025 13:09 PM,504.82,504.93,504.76,504.79,41437
07/11/2025 13:10 PM,504.79,504.79,504.55,504.58,9218
07/11/2025 13:11 PM,504.57,504.76,504.555,504.715,13163
07/11/2025 13:12 PM,504.694,504.715,504.549,504.595,6432
07/11/2025 13:13 PM,504.59,504.62,504.52,504.555,9589
07/11/2025 13:14 PM,504.555,504.58,504.501,504.565,2731
07/11/2025 13:15 PM,504.565,504.599,504.507,504.507,8419
07/11/2025 13:16 PM,504.53,504.6,504.52,504.6,9785
07/11/2025 13:17 PM,504.62,504.66,504.56,504.62,10882
07/11/2025 13:18 PM,504.64,504.64,504.56,504.63,6588
07/11/2025 13:19 PM,504.66,504.73,504.625,504.695,9985
07/11/2025 13:20 PM,504.665,504.67,504.62,504.66,7387
07/11/2025 13:21 PM,504.655,504.69,504.64,504.66,6156
07/11/2025 13:22 PM,504.69,504.69,504.581,504.68,11318
07/11/2025 13:23 PM,504.7,504.71,504.61,504.62,15812
07/11/2025 13:24 PM,504.64,504.655,504.36,504.36,12657
07/11/2025 13:25 PM,504.38,504.52,504.35,504.52,10285
07/11/2025 13:26 PM,504.495,504.5,504.435,504.47,10110
07/11/2025 13:27 PM,504.445,504.55,504.43,504.521,13846
07/11/2025 13:28 PM,504.51,504.71,504.51,504.635,9064
07/11/2025 13:29 PM,504.635,504.635,504.54,504.545,6466
07/11/2025 13:30 PM,504.53,504.63,504.53,504.575,11163
07/11/2025 13:31 PM,504.562,504.61,504.38,504.394,11039
07/11/2025 13:32 PM,504.4,504.425,504.28,504.34,21362
07/11/2025 13:33 PM,504.36,504.46,504.3,504.373,12627
07/11/2025 13:34 PM,504.37,504.37,504.29,504.34,6203
